"id","name","shape","carat","color","clarity","cut","lab","certificate_number","original_price","size","growth_type","depth ","table ","video_url"," certificate_link","image_link"
"1","LOZENGE Shape Antique Cut Diamond","LOZENGE","5.2","F","VS1","","NON-CERT","NON-CERT","1941.94","0-0*0","CVD","0","0","https://videop.co.in/vision360.html?d=25336","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/25336/25336.jpg"
"2","CRISS Shape Antique Cut Diamond","CRISS","3.01","G","VS2","","IGI","522226657","802.17","10.06X6.69X4.34","CVD","64.9","69.5","https://www.filesonsky.com/600161/600161.HTML","https://www.igi.org/reports/verify-your-report?r=522226657","https://www.filesonsky.com/600161/600161_2.jpg"
"3","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","5.03","E","VS1","","IGI","649419498","3565.01","12.03-7.95*5.19","CVD","65.3","74","https://workshop.360view.link/360viewer/360view.html?d=2208241-YDC-12630","https://www.igi.org/reports/verify-your-report?r=649419498","https://data1.360view.link/data/1/imaged/2208241-YDC-12630/still.jpg"
"4","EUROPEAN  Shape Antique Cut Diamond","EUROPEAN ","4","F","VS2","","IGI","596333727","1764","9.98 - 10.03 * 5.73","CVD","57.3","55","http://view.gem360.in/gem360/3108230719-ADY133/gem360-3108230719-ADY133.html","https://www.igi.org/reports/verify-your-report?r=596333727",""
"5","PORTUGUESE  Shape Antique Cut Diamond","PORTUGUESE ","3.28","E","VS1","","IGI","639481644","1325.94","9.09-9.16*5.5","CVD","60.2","69","https://workshop.360view.link/view/0506244-mt288-18","https://www.igi.org/reports/verify-your-report?r=639481644",""
"6","PORTUGUESE  Shape Antique Cut Diamond","PORTUGUESE ","3.26","E","VS1","","IGI","639433555","1317.86","8.96-9.01*5.47","CVD","60.9","63","https://workshop.360view.link/view/2506246-MT288-42","https://www.igi.org/reports/verify-your-report?r=639433555",""
"7","EUROPEAN  Shape Antique Cut Diamond","EUROPEAN ","4","G","VS2","","IGI","596318928","1650","9.94 - 9.99 * 5.85","CVD","58.7","57","http://view.gem360.in/gem360/3108230728-ADY138/gem360-3108230728-ADY138.html","https://www.igi.org/reports/verify-your-report?r=596318928",""
"8","HALF MOON Shape Antique Cut Diamond","HALF MOON","3","E","VS1","VERY GOOD","NON-CERT","NON-CERT","1287","6.90*11.87*5.21","CVD","43.85","69","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924590193&zoomslide=1&z=1924590193&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"9","PORTUGUESE  Shape Antique Cut Diamond","PORTUGUESE ","3.12","F","VS1","","IGI","639433556","1216.8","9.11-9.15*5.16","CVD","56.5","63","https://workshop.360view.link/view/2506244-MT288-35","https://www.igi.org/reports/verify-your-report?r=639433556",""
"10","HEXAGON Shape Antique Cut Diamond","HEXAGON","3.79","E","VVS2","","IGI","645494746","2057.21","15.58 - 9.53 * 4.26","CVD","44.7","75","https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEK36M-1","https://www.igi.org/reports/verify-your-report?r=645494746",""
"11","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","2.23","H","VS1","","IGI","533295277","474.43","9.27X6.29X4.15","CVD","66","64","https://www.filesonsky.com/v360/Vision360.HTML?d=606109","https://www.igi.org/reports/verify-your-report?r=533295277","https://www.filesonsky.com/v360/imaged/606109/606109_2.jpg"
"12","CRISS Shape Antique Cut Diamond","CRISS","2.08","G","VVS2","","IGI","620449602","608.4","8.55X6.01X4.07","CVD","67.7","64","https://www.filesonsky.com/v360/Vision360.HTML?d=650691","https://www.igi.org/reports/verify-your-report?r=620449602","https://www.filesonsky.com/v360/imaged/650691/650691_2.jpg"
"13","CRISS Shape Antique Cut Diamond","CRISS","2.03","G","VS1","","IGI","619457452","554.19","8.57X6.01X4.00","CVD","66.6","63","https://www.filesonsky.com/v360/Vision360.HTML?d=649793","https://www.igi.org/reports/verify-your-report?r=619457452","https://www.filesonsky.com/v360/imaged/649793/649793_2.jpg"
"14","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","2.02","H","VVS2","","IGI","541252660","472.68","9.33X5.93X4.02","CVD","67.8","59.5","https://www.filesonsky.com/v360/Vision360.HTML?d=609145","https://www.igi.org/reports/verify-your-report?r=541252660","https://www.filesonsky.com/v360/imaged/609145/609145_2.jpg"
"15","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","2.04","H","VS1","","IGI","529285682","457.47","9.12X6.05X4.12","CVD","68.1","62.5","https://www.filesonsky.com/v360/Vision360.HTML?d=603784","https://www.igi.org/reports/verify-your-report?r=529285682","https://www.filesonsky.com/v360/imaged/603784/603784_2.jpg"
"16","ROUND POLYGON Shape Antique Cut Diamond","ROUND POLYGON","3.1","G","VVS2","","IGI","651400381","1503.81","8.82 - 8.81 * 5.72","CVD","64.9","64","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38279586.html","https://www.igi.org/reports/verify-your-report?r=651400381","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38279586.jpg"
"17","EUROPEAN  Shape Antique Cut Diamond","EUROPEAN ","3.7","F","VS1","","IGI","596345474","1887","9.81 - 9.87 * 5.68","CVD","57.7","57","http://view.gem360.in/gem360/3108230813-ADY124/gem360-3108230813-ADY124.html","https://www.igi.org/reports/verify-your-report?r=596345474",""
"18","PORTUGUESE  Shape Antique Cut Diamond","PORTUGUESE ","2.1","E","VVS2","","IGI","639481630","768.08","7.85-7.91*4.83","CVD","61.3","69","https://workshop.360view.link/view/1406246-mt421-31","https://www.igi.org/reports/verify-your-report?r=639481630",""
"19","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","5.29","G","VS1","","IGI","581318308","5237.1","10.15 x 11.95 x 5.78","CVD","51.2","74","https://view.gem360.in/gem360/2205230928-581318308/gem360-2205230928-581318308.html","https://www.igi.org/reports/verify-your-report?r=581318308",""
"20","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","6.22","E","VS1","","IGI","631428289","7184.1","13.11 - 13.17 * 6.47","CVD","49.1","66","https://workshop.360view.link/view/2204247-ADS231","https://www.igi.org/reports/verify-your-report?r=631428289",""
"21","CRISS Shape Antique Cut Diamond","CRISS","2.03","E","VS2","","IGI","621495859","669.9","8.78X5.92X4.06","CVD","68.6","67","https://www.filesonsky.com/v360/Vision360.HTML?d=650692","https://www.igi.org/reports/verify-your-report?r=621495859","https://www.filesonsky.com/v360/imaged/650692/650692_2.jpg"
"22","CRISS Shape Antique Cut Diamond","CRISS","2.05","F","VS2","","IGI","621436579","631.4","8.52X6.05X4.07","CVD","67.3","64","https://www.filesonsky.com/v360/Vision360.HTML?d=651327","https://www.igi.org/reports/verify-your-report?r=621436579","https://www.filesonsky.com/v360/imaged/651327/651327_2.jpg"
"23","CRISS Shape Antique Cut Diamond","CRISS","2.01","F","VS2","","IGI","620435925","619.08","8.25X5.88X4.08","CVD","69.4","69","https://www.filesonsky.com/v360/Vision360.HTML?d=650539","https://www.igi.org/reports/verify-your-report?r=620435925","https://www.filesonsky.com/v360/imaged/650539/650539_2.jpg"
"24","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","4.04","D","VVS2","","GIA","6482866924","3866.28","11.52X7.62X4.94","CVD","64.8","65","https://www.filesonsky.com/v360/Vision360.HTML?d=653733","https://www.gia.edu/report-check?reportno=6482866924","https://www.filesonsky.com/v360/imaged/653733/653733_2.jpg"
"25","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","3.1","F","VS1","","IGI","546232434","1743.75","8.30*9.48*5.14","CVD","61.9","68.5","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923380731&zoomslide=1&z=1923380731&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=546232434",""
"26","HALF MOON Shape Antique Cut Diamond","HALF MOON","3","F","VS1","","IGI","604305618","1687.5","6.89*11.85*5.19","CVD","75.3","61","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924590192&zoomslide=1&z=1924590192&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=604305618",""
"27","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","3","F","VS1","","IGI","626454408","1687.5","10.24 * 9.93 * 5.76","CVD","58","51","https://workshop.360view.link/360viewer/360view.html?d=2003240-626454408","https://www.igi.org/reports/verify-your-report?r=626454408",""
"28","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","6.15","F","VS1","","IGI","631428288","6860.33","13.16 - 13.33 * 6.43","CVD","48.2","63","https://workshop.360view.link/view/2204245-ADS221","https://www.igi.org/reports/verify-your-report?r=631428288",""
"29","CRISS Shape Antique Cut Diamond","CRISS","3.03","D","VS1","","GIA","7482545811","2090.7","10.18X6.62X4.34","CVD","65.5","68","https://www.filesonsky.com/v360/Vision360.HTML?d=650652","https://www.gia.edu/report-check?reportno=7482545811","https://www.filesonsky.com/v360/imaged/650652/650652_2.jpg"
"30","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","4","H","VS1","","IGI","579383364","2544","10.69 x 9.11 x 5.37","CVD","58.9","67","https://view.gem360.in/gem360/2205230934-579383364/gem360-2205230934-579383364.html","https://www.igi.org/reports/verify-your-report?r=579383364",""
"31","EM ASHOKA Shape Antique Cut Diamond","EM ASHOKA","10.78","H","VS1","","IGI","610316882","14617.68","15.01 - 10.08 * 7.26","CVD","72","58","https://view.gem360.in/gem360.html?d=1212231259-DD559-2","https://www.igi.org/reports/verify-your-report?r=610316882",""
"32","PENTAGON Shape Antique Cut Diamond","PENTAGON","13.03","I","VS1","","IGI","582362802","12876.25","22.33-16.61*4.78","CVD","79.2","21.5","https://agensolution.co.in/newproductdetail.php?rndcode=VR3501-1-1303","https://www.igi.org/reports/verify-your-report?r=582362802",""
"33","CRISS Shape Antique Cut Diamond","CRISS","1.71","G","VS1","","IGI","519265973","405.53","8.32X5.61X3.64","CVD","64.9","68","https://www.filesonsky.com/v360/Vision360.HTML?d=599834","https://www.igi.org/reports/verify-your-report?r=519265973","https://www.filesonsky.com/v360/imaged/599834/599834_2.jpg"
"34","CRISS Shape Antique Cut Diamond","CRISS","1.82","H","VS1","","IGI","522226680","366.64","8.23X5.60X3.88","CVD","69.3","68","https://www.filesonsky.com/v360/Vision360.HTML?d=600285","https://www.igi.org/reports/verify-your-report?r=522226680","https://www.filesonsky.com/v360/imaged/600285/600285_2.jpg"
"35","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.64","G","VS1","","IGI","522226678","388.93","8.76X5.63X3.62","CVD","64.3","65","https://www.filesonsky.com/v360/Vision360.HTML?d=600283","https://www.igi.org/reports/verify-your-report?r=522226678","https://www.filesonsky.com/v360/imaged/600283/600283_2.jpg"
"36","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.53","G","VS1","","IGI","544270298","362.84","8.40X5.59X3.72","CVD","66.5","60","https://www.filesonsky.com/v360/Vision360.HTML?d=610477","https://www.igi.org/reports/verify-your-report?r=544270298","https://www.filesonsky.com/v360/imaged/610477/610477_2.jpg"
"37","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.52","G","VS1","","IGI","522229719","360.47","8.19X5.48X3.75","CVD","68.4","60","https://www.filesonsky.com/v360/Vision360.HTML?d=600605","https://www.igi.org/reports/verify-your-report?r=522229719","https://www.filesonsky.com/v360/imaged/600605/600605_2.jpg"
"38","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.52","G","VS1","","IGI","541276426","360.47","8.46X5.49X3.73","CVD","67.9","60.5","https://www.filesonsky.com/v360/Vision360.HTML?d=609392","https://www.igi.org/reports/verify-your-report?r=541276426","https://www.filesonsky.com/v360/imaged/609392/609392_2.jpg"
"39","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.52","H","VS1","","IGI","538282257","306.2","8.18X5.57X3.77","CVD","67.7","64.5","https://www.filesonsky.com/v360/Vision360.HTML?d=608613","https://www.igi.org/reports/verify-your-report?r=538282257","https://www.filesonsky.com/v360/imaged/608613/608613_2.jpg"
"40","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.49","D","VS2","","IGI","560203278","1027.87","7.86*9.07*4.67","HPHT","59.4","66.5","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923520463&zoomslide=1&z=1923520463&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=560203278",""
"41","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.65","D","VS1","","IGI","628427029","495.73","6.92*8.01*3.98","HPHT","57.5","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925960966&zoomslide=1&z=1925960966&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=628427029",""
"42","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.54","D","VS1","","IGI","623446189","462.68","7.83*6.79*3.90","HPHT","52.2","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925721573&zoomslide=1&z=1925721573&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=623446189",""
"43","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.5","D","VS1","","IGI","560203486","450.66","6.66*7.66*3.92","HPHT","58.9","60.5","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923600468&zoomslide=1&z=1923600468&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=560203486",""
"44","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.1","D","VS1","","IGI","559272828","955.5","7.38*8.48*4.45","HPHT","60.3","61.5","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923520444&zoomslide=1&z=1923520444&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=559272828",""
"45","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.04","D","VS1","","IGI","560233929","928.2","7.16*8.31*4.55","HPHT","63.5","64","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923540511&zoomslide=1&z=1923540511&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=560233929",""
"46","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","3.05","H","VS2","","IGI","561290197","1427.4","10.42 x 7.41 x 4.41 ","CVD","59.3","59","https://view.gem360.in/gem360/2101231037-561290197/gem360-2101231037-561290197.html","https://www.igi.org/reports/verify-your-report?r=561290197",""
"47","EUROPEAN  Shape Antique Cut Diamond","EUROPEAN ","2","F","VS1","VERY GOOD","IGI","572348383","884","8.04 - 8.07 x 4.77","CVD","59.1","61","https://view.gem360.in/gem360/2003230731-572348383/gem360-2003230731-572348383.html","https://www.igi.org/reports/verify-your-report?r=572348383",""
"48","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.68","D","VVS2","","IGI","629478993","565.64","6.83*7.90*4.11","HPHT","60.2","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925981073&zoomslide=1&z=1925981073&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629478993",""
"49","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.6","D","VVS2","","IGI","560233968","538.7","6.88*7.93*3.93","HPHT","57.1","68","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923600483&zoomslide=1&z=1923600483&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=560233968",""
"50","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.53","D","VVS2","","IGI","629497505","515.14","6.79*7.78*3.88","HPHT","57.1","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925951310&zoomslide=1&z=1925951310&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629497505",""
"51","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.55","D","VVS2","","IGI","632488354","525.87","6.63*7.59*4.06","HPHT","61.2","57","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100944&zoomslide=1&z=1926100944&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632488354",""
"52","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.31","D","VVS2","","IGI","560235764","1158.7","7.77*8.92*4.43","HPHT","57","64.5","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923520471&zoomslide=1&z=1923520471&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=560235764",""
"53","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.2","D","VVS2","","IGI","560235763","1103.52","7.54*8.68*4.45","HPHT","59","70","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923520470&zoomslide=1&z=1923520470&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=560235763",""
"54","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.11","D","VS2","","IGI","559273311","891.26","7.34*8.54*4.46","HPHT","60.8","64.5","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923520440&zoomslide=1&z=1923520440&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=559273311",""
"55","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.1","D","VS1","","IGI","632449636","973.87","7.54*8.67*4.37","HPHT","58","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926170148&zoomslide=1&z=1926170148&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632449636",""
"56","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.05","D","VS1","","IGI","631464289","950.69","7.27*8.42*4.47","HPHT","61.5","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100892&zoomslide=1&z=1926100892&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631464289",""
"57","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.04","D","VS1","","IGI","631430078","946.05","7.31*8.48*4.59","HPHT","62.8","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100565&zoomslide=1&z=1926100565&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631430078",""
"58","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.04","D","VS1","","IGI","634472307","946.05","7.38*8.48*4.27","HPHT","57.9","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926200173&zoomslide=1&z=1926200173&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=634472307",""
"59","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.02","D","VS1","","IGI","633431960","936.77","7.28*8.42*4.52","HPHT","62.1","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926171038&zoomslide=1&z=1926171038&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=633431960",""
"60","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.76","D","VVS2","","IGI","629497509","601.66","6.83*7.85*4.37","HPHT","64","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925971270&zoomslide=1&z=1925971270&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629497509",""
"61","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.7","D","VVS2","","IGI","630447850","581.15","6.96*8.11*4.02","HPHT","57.8","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926020704&zoomslide=1&z=1926020704&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=630447850",""
"62","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.62","E","VS1","","IGI","631430407","463.64","6.70*7.73*4.19","HPHT","62.5","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926071608&zoomslide=1&z=1926071608&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631430407",""
"63","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","2.23","E","VS2","","IGI","630447955","975.07","9.5 * 9.27 * 4.87","CVD","52.5","68","https://workshop.360view.link/360viewer/360view.html?d=1904241-630447955","https://www.igi.org/reports/verify-your-report?r=630447955",""
"64","EUROPEAN  Shape Antique Cut Diamond","EUROPEAN ","2.01","E","VS2","IDEAL","IGI","561258864","878.87","7.99 - 8.05 x 4.81","CVD","59.9","57.5","https://v360.in/diamondview.aspx?cid=preet&d=O5-4","https://www.igi.org/reports/verify-your-report?r=561258864",""
"65","ROSE Shape Antique Cut Diamond","ROSE","3.3","G","VS1","","IGI","629489487","1967.63","10.88 - 10.95 * 2.95","CVD","26.9","80","https://workshop.360view.link/view/0104245-ADN295","https://www.igi.org/reports/verify-your-report?r=629489487",""
"66","FLOWER Shape Antique Cut Diamond","FLOWER","2.03","F","VS1","","NON-CERT","NON-CERT","833.82","7.19-7.18*5.09","CVD","70.9","61.4","https://videop.co.in/vision360.html?d=26364","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/26364/26364.jpg"
"67","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.76","G","VS1","","IGI","544282607","1027.82","8.08*9.23*4.99","CVD","61.8","68.5","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923380332&zoomslide=1&z=1923380332&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=544282607",""
"68","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.07","D","VS1","","IGI","644490486","963.59","7.29*8.32*4.45","HPHT","61","68","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926350166&zoomslide=1&z=1926350166&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=644490486",""
"69","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.56","D","VVS1","","IGI","559285133","580.94","6.81*7.86*3.89","HPHT","57.1","64","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923600456&zoomslide=1&z=1923600456&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=559285133",""
"70","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.54","D","VVS1","","IGI","631464152","575.65","6.64*7.68*4.03","HPHT","60.7","61","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100871&zoomslide=1&z=1926100871&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631464152",""
"71","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.2","D","VVS2","","IGI","630447894","1120.24","7.35*8.57*4.61","HPHT","62.7","61","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926040884&zoomslide=1&z=1926040884&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=630447894",""
"72","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.08","D","VVS2","","IGI","633474081","1059.14","7.29*8.46*4.47","HPHT","61.3","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926170435&zoomslide=1&z=1926170435&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=633474081",""
"73","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.03","D","VVS2","","IGI","633474107","1033.68","7.28*8.41*4.41","HPHT","60.6","62","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926170630&zoomslide=1&z=1926170630&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=633474107",""
"74","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.03","D","VVS2","","IGI","631404555","1033.68","7.25*8.40*4.54","HPHT","62.6","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100125&zoomslide=1&z=1926100125&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631404555",""
"75","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.02","D","VVS2","","IGI","632421556","1028.58","7.26*8.41*4.42","HPHT","60.9","60","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926170017&zoomslide=1&z=1926170017&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632421556",""
"76","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.01","D","VVS2","","IGI","633490574","1023.49","7.25*8.38*4.47","HPHT","61.7","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926170666&zoomslide=1&z=1926170666&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=633490574",""
"77","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.84","D","VS1","","IGI","560235700","572.02","7.14*8.30*4.12","HPHT","57.7","68","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923600482&zoomslide=1&z=1923600482&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=560235700",""
"78","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.53","D","VVS2","","IGI","596333525","528.95","6.25 * 8.35 * 4.17","HPHT","66.7","68","https://diamond.blissvideos.com/?d=5741","https://www.igi.org/reports/verify-your-report?r=596333525","https://diamond.blissvideos.com/imaged/5741/still.jpg"
"79","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.1","E","VVS2","","IGI","632449623","988.58","7.53*8.74*4.34","HPHT","57.6","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926170156&zoomslide=1&z=1926170156&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632449623",""
"80","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.05","D","VS2","","IGI","629478979","882.32","7.29*8.43*4.57","HPHT","62.7","60","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925971198&zoomslide=1&z=1925971198&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629478979",""
"81","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.01","D","VS2","","IGI","634431435","865.1","7.01*8.14*4.51","HPHT","64.3","61","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926171281&zoomslide=1&z=1926171281&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=634431435",""
"82","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.01","E","VVS2","","IGI","629453250","946.21","7.25*8.31*4.47","HPHT","61.7","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925980774&zoomslide=1&z=1925980774&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629453250",""
"83","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.09","E","VVS2","","IGI","629497458","987.53","7.43*8.53*4.41","HPHT","59.4","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926040712&zoomslide=1&z=1926040712&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629497458",""
"84","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.05","E","VVS2","","IGI","631464308","968.63","7.43*8.56*4.34","HPHT","58.4","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100891&zoomslide=1&z=1926100891&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631464308",""
"85","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.05","E","VVS2","","IGI","631464034","968.63","7.26*8.32*4.53","HPHT","62.4","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100837&zoomslide=1&z=1926100837&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631464034",""
"86","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.04","E","VVS2","","IGI","628426964","963.9","7.41*8.52*4.33","HPHT","58.4","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925950930&zoomslide=1&z=1925950930&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=628426964",""
"87","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.03","E","VVS2","","IGI","644490491","959.18","7.29*8.45*4.45","HPHT","61","62","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926400424&zoomslide=1&z=1926400424&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=644490491",""
