"id","name","shape","carat","color","clarity","cut","lab","certificate_number","original_price","size","growth_type","depth ","table ","video_url"," certificate_link","image_link"
"437","TEDDY BEAR Shape Antique Cut Diamond","TEDDY BEAR","2","E","VS1","VERY GOOD","NON-CERT","NON-CERT","1654.4","6.98*9.75*4.05","CVD","58.89","72","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926050410&zoomslide=1&z=1926050410&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"438","PORTUGUESE Shape Antique Cut Diamond","PORTUGUESE","1.62","E","VVS2","VERY GOOD","NON-CERT","NON-CERT","979.06","7.27*7.30*4.43","HPHT","60.91","62","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925971174&zoomslide=1&z=1925971174&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"439","CROSS Shape Antique Cut Diamond","CROSS","1.61","D","VS1","","NON-CERT","NON-CERT","973.02","6.61*9.43*4.43","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130251&zoomslide=1&z=1821130251&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"440","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","1.02","D","VVS1","","GIA","2484719567","461.41","7.13*7.02*3.79","HPHT","53.1","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925621962&zoomslide=1&z=1925621962&ISCONFIRM=0","https://www.gia.edu/report-check?reportno=2484719567",""
"441","FLOWER Shape Antique Cut Diamond","FLOWER","1.02","E","VS1","","NON-CERT","NON-CERT","376.53","5.69-5.69*4.09","CVD","71.8","61.3","https://videop.co.in/vision360.html?d=26220","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/26220/26220.jpg"
"442","FLOWER Shape Antique Cut Diamond","FLOWER","1.01","D","VVS2","","IGI","626450437","454.74","5.69-5.67*4","CVD","70.5","61","https://videop.co.in/vision360.html?d=24499","https://www.igi.org/reports/verify-your-report?r=626450437","https://videop.co.in/imaged/24499/24499.jpg"
"443","FLOWER Shape Antique Cut Diamond","FLOWER","1.01","D","VVS2","","IGI","626450435","454.74","5.67-5.66*4.09","CVD","72.3","61","https://videop.co.in/vision360.html?d=24068","https://www.igi.org/reports/verify-your-report?r=626450435","https://videop.co.in/imaged/24068/24068.jpg"
"444","KITE Shape Antique Cut Diamond","KITE","1.59","H","VS1","","IGI","605366119","811.14","11.31 - 5.63 * 3.60","CVD","63.9","62","https://view.gem360.in/gem360/2710230542-DD480-9/gem360-2710230542-DD480-9.html","https://www.igi.org/reports/verify-your-report?r=605366119",""
"445","FLOWER Shape Antique Cut Diamond","FLOWER","1.03","F","VVS2","","NON-CERT","NON-CERT","394.17","5.69-5.68*4.05","CVD","71.3","61.6","https://videop.co.in/vision360.html?d=24747","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/24747/24747.jpg"
"446","ELEGANCE EMERALD Shape Antique Cut Diamond","ELEGANCE EMERALD","1.55","F","VS1","","NON-CERT","NON-CERT","855.32","5.67*8.89*3.77","MIX","66.49","59.85","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130276&zoomslide=1&z=1821130276&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"447","ELEGANCE EMERALD Shape Antique Cut Diamond","ELEGANCE EMERALD","1.53","F","VS1","","NON-CERT","NON-CERT","844.28","5.65*8.92*3.86","MIX","68.39","61.35","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130277&zoomslide=1&z=1821130277&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"448","LOZENGE Shape Antique Cut Diamond","LOZENGE","1.53","F","VS1","","NON-CERT","NON-CERT","844.28","6.05*9.94*4.15","MIX","68.74","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130363&zoomslide=1&z=1821130363&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"449","L OCTAGON Shape Antique Cut Diamond","L OCTAGON","1.59","F","VS1","","NON-CERT","NON-CERT","877.39","6.37*7.39*3.89","MIX","61.16","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130361&zoomslide=1&z=1821130361&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"450","L OCTAGON Shape Antique Cut Diamond","L OCTAGON","1.58","F","VS1","","NON-CERT","NON-CERT","871.88","6.36*7.39*3.93","MIX","61.86","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130360&zoomslide=1&z=1821130360&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"451","L PENTAGAON Shape Antique Cut Diamond","L PENTAGAON","1.56","F","VS1","","NON-CERT","NON-CERT","860.84","7.10*7.95*4.13","MIX","58.16","66.12","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130437&zoomslide=1&z=1821130437&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"452","L PENTAGAON Shape Antique Cut Diamond","L PENTAGAON","1.52","F","VS1","","NON-CERT","NON-CERT","838.77","7.18*8.02*4.03","MIX","56.09","69.63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130438&zoomslide=1&z=1821130438&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"453","FLOWER Shape Antique Cut Diamond","FLOWER","1.03","G","VS1","","NON-CERT","NON-CERT","336.19","5.7-5.68*4","CVD","70.5","60.7","https://videop.co.in/vision360.html?d=25903","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/25903/25903.jpg"
"454","FLOWER Shape Antique Cut Diamond","FLOWER","1.02","F","VVS2","","NON-CERT","NON-CERT","394.69","5.7-5.68*4.06","CVD","71.4","61.8","https://videop.co.in/vision360.html?d=24977","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/24977/24977.jpg"
"455","BUTTERFLY Shape Antique Cut Diamond","BUTTERFLY","2.03","F","VS1","","NON-CERT","NON-CERT","1665.62","6.35*10.01*4.53","MIX","71.39","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130355&zoomslide=1&z=1821130355&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"456","BUTTERFLY Shape Antique Cut Diamond","BUTTERFLY","2","F","VS1","","NON-CERT","NON-CERT","1641","6.45*10.08*4.55","MIX","70.65","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130354&zoomslide=1&z=1821130354&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"457","FLOWER Shape Antique Cut Diamond","FLOWER","1.03","F","VS1","","NON-CERT","NON-CERT","361.24","5.69-5.69*4.07","CVD","71.6","61.9","https://videop.co.in/vision360.html?d=23929","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/23929/23929.jpg"
"458","FLOWER Shape Antique Cut Diamond","FLOWER","1.03","F","VS1","","NON-CERT","NON-CERT","361.24","5.69-5.68*4.1","CVD","72.3","61.3","https://videop.co.in/vision360.html?d=24503","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/24503/24503.jpg"
"459","FLOWER Shape Antique Cut Diamond","FLOWER","1.03","F","VS1","","NON-CERT","NON-CERT","361.24","5.67-5.64*4.07","CVD","72.2","61.5","https://videop.co.in/vision360.html?d=24682","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/24682/24682.jpg"
"460","FLOWER Shape Antique Cut Diamond","FLOWER","1.02","F","VS1","","NON-CERT","NON-CERT","357.73","5.68-5.67*4.02","CVD","71","61.2","https://videop.co.in/vision360.html?d=24490","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/24490/24490.jpg"
"461","FLOWER Shape Antique Cut Diamond","FLOWER","1.02","F","VS1","","NON-CERT","NON-CERT","357.73","5.68-5.67*4.01","CVD","70.7","60.5","https://videop.co.in/vision360.html?d=24876","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/24876/24876.jpg"
"462","BULLET  Shape Antique Cut Diamond","BULLET ","0.91","E","VS1","","NON-CERT","NON-CERT","250.25","5.35*6.81*3.27","CVD","61.09","70","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924570597&zoomslide=1&z=1924570597&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"463","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","4.3","F","VS1","","IGI","584363282","8395.75","11.97 x 12.04 x 5.56","CVD","46.2","64","https://agensolution.co.in/newproductdetail.php?rndcode=SP-5290-430","https://www.igi.org/reports/verify-your-report?r=584363282",""
"464","FLOWER Shape Antique Cut Diamond","FLOWER","1","E","VS1","","NON-CERT","NON-CERT","380.19","5.66-5.65*4.07","CVD","72","61.1","https://videop.co.in/vision360.html?d=24497","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/24497/24497.jpg"
"465","DIAMOND Shape Antique Cut Diamond","DIAMOND","1.53","E","VS1","","NON-CERT","NON-CERT","913.78","7.94*8.36*4.69","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130238&zoomslide=1&z=1821130238&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"466","DIAMOND Shape Antique Cut Diamond","DIAMOND","1.5","E","VS1","","NON-CERT","NON-CERT","895.86","7.25*10.15*4.49","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130237&zoomslide=1&z=1821130237&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"467","GUN Shape Antique Cut Diamond","GUN","1.66","F","VVS2","","NON-CERT","NON-CERT","991.42","9.28*10.81*3.39","MIX","36.59","67.66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130272&zoomslide=1&z=1821130272&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"468","GUN Shape Antique Cut Diamond","GUN","1.65","F","VVS2","","NON-CERT","NON-CERT","985.45","6.47*12.77*3.28","MIX","50.68","64.35","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130273&zoomslide=1&z=1821130273&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"469","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.29","E","IF","","IGI","629497449","615.72","6.29*7.23*3.91","HPHT","62.2","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925951312&zoomslide=1&z=1925951312&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629497449",""
"470","FLOWER Shape Antique Cut Diamond","FLOWER","1.02","F","VS1","","NON-CERT","NON-CERT","362.96","5.69-5.68*4.04","CVD","71.1","61.3","https://videop.co.in/vision360.html?d=26363","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/26363/26363.jpg"
"471","FLOWER Shape Antique Cut Diamond","FLOWER","1.03","E","VS1","","NON-CERT","NON-CERT","395.86","5.69-5.68*4.08","CVD","71.9","61.3","https://videop.co.in/vision360.html?d=24136","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/24136/24136.jpg"
"472","FLOWER Shape Antique Cut Diamond","FLOWER","1","E","VS1","","NON-CERT","NON-CERT","384.33","5.62-5.62*4.06","CVD","72.4","61.4","https://videop.co.in/vision360.html?d=25060","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/25060/25060.jpg"
"473","DUCK Shape Antique Cut Diamond","DUCK","2.19","H","VS1","EXCELLENT","NON-CERT","NON-CERT","1405.32","8.53*9.27*4.70","CVD","55.08","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926030148&zoomslide=1&z=1926030148&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"474","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.01","D","IF","","IGI","645461699","571.26","5.85*6.80*3.40","HPHT","58.1","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926520180&zoomslide=1&z=1926520180&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=645461699",""
"475","FLOWER Shape Antique Cut Diamond","FLOWER","1.03","D","VS1","","IGI","626450436","426.83","5.67-5.66*4.08","CVD","72.1","62","https://videop.co.in/vision360.html?d=24450","https://www.igi.org/reports/verify-your-report?r=626450436","https://videop.co.in/imaged/24450/24450.jpg"
"476","FLOWER Shape Antique Cut Diamond","FLOWER","1.21","E","VS1","","NON-CERT","NON-CERT","470.05","6.03-6.03*4.25","CVD","70.5","61.4","https://videop.co.in/vision360.html?d=21490","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/21490/21490.jpg"
"477","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.61","F","VS1","","IGI","591315514","1109.77","11.42 - 5.79 * 3.46","CVD","59.8","64","https://view.gem360.in/gem360/3107230643-DD417-71/gem360-3107230643-DD417-71.html","https://www.igi.org/reports/verify-your-report?r=591315514",""
"478","TAPERED BAGUETTE Shape Antique Cut Diamond","TAPERED BAGUETTE","0.91","G","VS1","","NON-CERT","NON-CERT","226.63","4.71*7.54*3.02","CVD","64.2","77","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924570589&zoomslide=1&z=1924570589&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"479","FLOWER Shape Antique Cut Diamond","FLOWER","1.01","G","VS1","","NON-CERT","NON-CERT","343","5.64-5.63*4.07","CVD","72.3","60.2","https://videop.co.in/vision360.html?d=21532","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/21532/21532.jpg"
"480","BULLET  Shape Antique Cut Diamond","BULLET ","0.93","F","VS1","","NON-CERT","NON-CERT","248.27","5.29*6.83*3.33","CVD","62.94","75","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924570596&zoomslide=1&z=1924570596&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"481","FLOWER Shape Antique Cut Diamond","FLOWER","1.22","G","VVS2","","NON-CERT","NON-CERT","443.49","6.09-6.08*4.2","CVD","69.1","62.1","https://videop.co.in/vision360.html?d=21234","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/21234/21234.jpg"
"482","MONOLITH Shape Antique Cut Diamond","MONOLITH","1.56","F","VS1","","NON-CERT","NON-CERT","906.98","5.11*10.79*3.33","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130261&zoomslide=1&z=1821130261&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"483","MONOLITH Shape Antique Cut Diamond","MONOLITH","1.55","F","VS1","","NON-CERT","NON-CERT","901.17","5.14*10.82*3.17","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130260&zoomslide=1&z=1821130260&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"484","TAPERED BAGUETTE Shape Antique Cut Diamond","TAPERED BAGUETTE","1.37","D","VVS2","","IGI","627471601","617.99","5.97*8.02*3.47","HPHT","58.1","69","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925950094&zoomslide=1&z=1925950094&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=627471601",""
"485","RHOMBOID  Shape Antique Cut Diamond","RHOMBOID ","1.75","F","VVS2","","NON-CERT","NON-CERT","1088.64","8.16*8.18*2.09","MIX","25.71","76.65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130603&zoomslide=1&z=1821130603&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"486","TRIANGLE Shape Antique Cut Diamond","TRIANGLE","0.73","E","VVS2","","IGI","642491264","164.56","5.83-6.21*3.67","CVD","59.1","65","https://workshop.360view.link/360viewer/360view.html?d=2407242-YDC-12020","https://www.igi.org/reports/verify-your-report?r=642491264","https://data1.360view.link/data/1/imaged/2407242-YDC-12020/still.jpg"
"487","L TRAPEZOID Shape Antique Cut Diamond","L TRAPEZOID","1.56","F","VS1","","NON-CERT","NON-CERT","922.9","4.44*13.20*3.10","MIX","69.72","57.21","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130433&zoomslide=1&z=1821130433&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"488","L TRAPEZOID Shape Antique Cut Diamond","L TRAPEZOID","1.56","F","VS1","","NON-CERT","NON-CERT","922.9","4.40*13.21*3.12","MIX","70.84","64.67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130432&zoomslide=1&z=1821130432&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"489","HORSE HEAD Shape Antique Cut Diamond","HORSE HEAD","1.64","E","VVS2","","IGI","626466245","1114.81","8.05*7.66*4.43","CVD","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925660240&zoomslide=1&z=1925660240&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=626466245",""
"490","CROSS Shape Antique Cut Diamond","CROSS","1.57","D","VS2","","NON-CERT","NON-CERT","924.81","6.54*9.39*4.39","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130239&zoomslide=1&z=1821130239&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"491","WIDE TRAPEZOID Shape Antique Cut Diamond","WIDE TRAPEZOID","0.71","D","VS1","","NON-CERT","NON-CERT","161.88","4.79*6.68*3.36","HPHT","70.17","76","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924710184&zoomslide=1&z=1924710184&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"492","TAPERED BAGUETTE Shape Antique Cut Diamond","TAPERED BAGUETTE","0.75","E","VS1","VERY GOOD","NON-CERT","NON-CERT","162","4.40*7.20*2.75","HPHT","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926870322&zoomslide=1&z=1926870322&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"493","TAPERED BAGUETTE Shape Antique Cut Diamond","TAPERED BAGUETTE","0.74","E","VS1","VERY GOOD","NON-CERT","NON-CERT","159.84","4.45*7.15*2.95","HPHT","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926870321&zoomslide=1&z=1926870321&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"494","BAGUETTE Shape Antique Cut Diamond","BAGUETTE","1.22","G","SI1","GOOD","IGI","563238155","380.64","14.47 x 3.18 x 2.22","CVD","69.8","65","https://view.gem360.in/gem360/2003230732-563238155/gem360-2003230732-563238155.html","https://www.igi.org/reports/verify-your-report?r=563238155",""
"495","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.06","G","VVS2","","IGI","578331789","464.28","7.08 x 6.05 x 3.34 ","CVD","55.2","75","https://agensolution.co.in/newproductdetail.php?rndcode=K-1478-106","https://www.igi.org/reports/verify-your-report?r=578331789",""
"496","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.09","G","VS2","","IGI","579375261","431.64","7.19 x 6.13 x 3.58","CVD","58.4","72","https://agensolution.co.in/newproductdetail.php?rndcode=K-1778-109","https://www.igi.org/reports/verify-your-report?r=579375261",""
"497","FLOWER Shape Antique Cut Diamond","FLOWER","1.25","D","VVS2","","IGI","626424172","634.2","6.12-6.09*4.28","CVD","70.3","62","https://videop.co.in/vision360.html?d=25225","https://www.igi.org/reports/verify-your-report?r=626424172","https://videop.co.in/imaged/25225/25225.jpg"
"498","FLOWER Shape Antique Cut Diamond","FLOWER","1.23","G","VS1","","NON-CERT","NON-CERT","445.75","6.08-6.08*4.32","CVD","71.1","61.7","https://videop.co.in/vision360.html?d=21405","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/21405/21405.jpg"
"499","FLOWER Shape Antique Cut Diamond","FLOWER","1.21","G","VS1","","NON-CERT","NON-CERT","438.5","6.02-6*4.29","CVD","71.5","61","https://videop.co.in/vision360.html?d=21411","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/21411/21411.jpg"
"500","ALPHABET-A Shape Antique Cut Diamond","ALPHABET-A","1.53","D","VS1","","NON-CERT","NON-CERT","1077.3","9.19*9.91*3.88","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130243&zoomslide=1&z=1821130243&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"501","ALPHABET-D Shape Antique Cut Diamond","ALPHABET-D","1.69","D","VS1","","NON-CERT","NON-CERT","1189.96","6.90*8.10*4.10","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130241&zoomslide=1&z=1821130241&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"502","FLOWER Shape Antique Cut Diamond","FLOWER","1.02","F","VVS2","","IGI","610329310","439.59","5.67-5.66*3.98","CVD","70.3","62","https://videop.co.in/vision360.html?d=21771","https://www.igi.org/reports/verify-your-report?r=610329310","https://videop.co.in/imaged/21771/21771.jpg"
"503","FLOWER Shape Antique Cut Diamond","FLOWER","1.02","F","VVS2","","IGI","627459074","439.59","5.69-5.69*4.08","CVD","71.7","61","https://videop.co.in/vision360.html?d=26151","https://www.igi.org/reports/verify-your-report?r=627459074","https://videop.co.in/imaged/26151/26151.jpg"
"504","FLOWER Shape Antique Cut Diamond","FLOWER","1.01","E","VVS2","","IGI","626424173","472.84","5.67-5.65*4.08","CVD","72.2","62","https://videop.co.in/vision360.html?d=25224","https://www.igi.org/reports/verify-your-report?r=626424173","https://videop.co.in/imaged/25224/25224.jpg"
"505","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","0.98","D","VS2","","NON-CERT","NON-CERT","269.45","7.22*6.94*3.60","HPHT","49.81","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924750433&zoomslide=1&z=1924750433&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"506","HALF MOON Shape Antique Cut Diamond","HALF MOON","0.95","F","VS2","","NON-CERT","NON-CERT","238.37","4.60*7.88*3.80","CVD","48.24","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924570810&zoomslide=1&z=1924570810&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"507","TAPERED BAGUETTE Shape Antique Cut Diamond","TAPERED BAGUETTE","0.81","F","VS1","","NON-CERT","NON-CERT","169.37","4.56*7.63*2.68","CVD","58.79","72","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924571119&zoomslide=1&z=1924571119&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"508","CARRE  Shape Antique Cut Diamond","CARRE ","1.11","E","VVS2","","IGI","598310278","595.84","5.82 - 5.64 * 3.71","CVD","65.8","63","https://view.gem360.in/gem360/1309231116-DD481-36a/gem360-1309231116-DD481-36a.html","https://www.igi.org/reports/verify-your-report?r=598310278",""
"509","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","0.85","E","VS1","","IGI","654447837","190.94","6.50 - 6.39 * 3.84","CVD","60.1","62","https://video.S360.services/?d=ADW226C","https://www.igi.org/reports/verify-your-report?r=654447837",""
"510","WIDE TRAPEZOID Shape Antique Cut Diamond","WIDE TRAPEZOID","0.72","E","VS1","","NON-CERT","NON-CERT","162.78","4.72*6.71*3.22","CVD","68.2","62","https://ssdweb.co/ssdweb/hd/Vision360.html?d=831020321&zoomslide=1&z=1831020321&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"511","WIDE TRAPEZOID Shape Antique Cut Diamond","WIDE TRAPEZOID","0.71","E","VS1","","NON-CERT","NON-CERT","160.52","4.80*6.61*3.26","CVD","67.96","72","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924570586&zoomslide=1&z=1924570586&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"512","DUCK Shape Antique Cut Diamond","DUCK","1.59","D","VVS2","","IGI","626492775","1298.35","8.72*8.54*4.16","HPHT","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925860705&zoomslide=1&z=1925860705&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=626492775",""
"513","ROUND MODIFI BRILLIN Shape Antique Cut Diamond","ROUND MODIFI BRILLIN","0.51","D","VVS1","","IGI","595368073","142.27","5.10*5.08*3.11","HPHT","61.2","59","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924560436&zoomslide=1&z=1924560436&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=595368073",""
"514","BAGUETTE Shape Antique Cut Diamond","BAGUETTE","0.7","H","VS2","","IGI","492124191","115.93","6.89-3.88*2.45","CVD","63.1","81.5","https://ds-360.jaykar.co.in/ds_360.php?chk=QWxs&q=SllLMjVIMTg4Mg==","https://www.igi.org/reports/verify-your-report?r=492124191","https://ds-360.jaykar.co.in/ds_360.php?chk=Mg==&q=SllLMjVIMTg4Mg=="
"515","WIDE TRAPEZOID Shape Antique Cut Diamond","WIDE TRAPEZOID","0.72","F","VS1","","NON-CERT","NON-CERT","157.65","4.80*6.63*3.23","CVD","67.38","72","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924570583&zoomslide=1&z=1924570583&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"516","WIDE TRAPEZOID Shape Antique Cut Diamond","WIDE TRAPEZOID","0.72","F","VS1","","NON-CERT","NON-CERT","157.65","4.78*6.67*3.24","CVD","67.86","60","https://ssdweb.co/ssdweb/hd/Vision360.html?d=831020322&zoomslide=1&z=1831020322&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"517","ALPHABET-H Shape Antique Cut Diamond","ALPHABET-H","1.57","E","VS1","","NON-CERT","NON-CERT","1095.36","6.67*7.88*4.74","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130268&zoomslide=1&z=1821130268&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"518","ALPHABET-I Shape Antique Cut Diamond","ALPHABET-I","1.7","E","VS1","","NON-CERT","NON-CERT","1186.06","6.03*9.16*3.87","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130269&zoomslide=1&z=1821130269&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"519","ALPHABET-M Shape Antique Cut Diamond","ALPHABET-M","1.89","E","VS1","","NON-CERT","NON-CERT","1318.62","6.62*7.28*5.06","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130245&zoomslide=1&z=1821130245&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"520","ALPHABET-R Shape Antique Cut Diamond","ALPHABET-R","1.86","E","VS1","","NON-CERT","NON-CERT","1297.68","6.70*8.39*4.48","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130244&zoomslide=1&z=1821130244&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"521","ALPHABET-T Shape Antique Cut Diamond","ALPHABET-T","1.6","E","VS1","","NON-CERT","NON-CERT","1116.29","6.81*7.96*4.92","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130271&zoomslide=1&z=1821130271&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
