"id","name","shape","carat","color","intensity","clarity","cut","size","original_price","growth_type","depth ","table ","certificate_number"," certificate_link","video_url","lmage_link","lab","sku"
"83","MARQUISE Cut Diamond","MARQUISE","0.6","Blue","FANCY VIVID","VS1","","4.37*8.19*2.75","162.62","","62.9","64","631429900","https://www.igi.org/reports/verify-your-report?r=631429900","https://ssdweb.co/ssdweb/hd/Vision360.html?d=920470421&zoomslide=1&z=1920470421&ISCONFIRM=0","","IGI","MARQUISE_Cut_Diamond_083"
"84","PEAR Cut Diamond","PEAR","0.94","Blue","FANCY VIVID","VS2","","5.51*8.59*3.33","255.68","","60.4","59","631429901","https://www.igi.org/reports/verify-your-report?r=631429901","https://ssdweb.co/ssdweb/hd/Vision360.html?d=920470437&zoomslide=1&z=1920470437&ISCONFIRM=0","","IGI","PEAR_Cut_Diamond_084"
"85","RADIANT Cut Diamond","RADIANT","2.25","Blue","FANCY VIVID","VS2","","6.59*8.43*4.46","613.46","CVD","67.7","65","613350044","https://www.igi.org/reports/verify-your-report?r=613350044","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925060288&zoomslide=1&z=1925060288&ISCONFIRM=0","","IGI","RADIANT_Cut_Diamond_085"
"86","MARQUISE Cut Diamond","MARQUISE","0.9","Blue","FANCY VIVID","VS1","","4.97*10.50*2.99","245.75","CVD","60.2","59","624499489","https://www.igi.org/reports/verify-your-report?r=624499489","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924410801&zoomslide=1&z=1924410801&ISCONFIRM=0","","IGI","MARQUISE_Cut_Diamond_086"
"87","MARQUISE Cut Diamond","MARQUISE","0.9","Blue","FANCY VIVID","VS1","","4.97*10.36*3.06","245.75","","61.6","60","624499492","https://www.igi.org/reports/verify-your-report?r=624499492","https://ssdweb.co/ssdweb/hd/Vision360.html?d=920470185&zoomslide=1&z=1920470185&ISCONFIRM=0","","IGI","MARQUISE_Cut_Diamond_087"
"88","PEAR Cut Diamond","PEAR","0.53","Pink","FANCY DEEP","SI1","","6.8 * 4.08 * 2.61","145.22","CVD","","","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2108241-pear-53","","NON-CERT","PEAR_Cut_Diamond_088"
"89","EMERALD Cut Diamond","EMERALD","3.02","Pink","FANCY INTENSE","VS2","","7.83 * 7.79 * 5.29","830.5","CVD","67.9","66.5","526257016","https://www.igi.org/reports/verify-your-report?r=526257016","https://workshop.360view.link/360viewer/360view.html?d=2302245-526257016","","IGI","EMERALD_Cut_Diamond_089"
"90","ROUND Cut Diamond","ROUND","2.14","Blue","FANCY VIVID","VS1","IDEAL","8.18 * 8.25 * 5.13","588.5","CVD","62.5","57","637456014","https://www.igi.org/reports/verify-your-report?r=637456014","https://workshop.360view.link/360viewer/360view.html?d=1106248-637456014","","IGI","ROUND_Cut_Diamond_090"
"91","RADIANT Cut Diamond","RADIANT","2.01","Brown","FANCY","SI2","","8.21 * 5.94 * 4.63","552.75","CVD","77.9","66.5","536296757","https://www.igi.org/reports/verify-your-report?r=536296757","https://workshop.360view.link/360viewer/360view.html?d=1006243-536296757","","IGI","RADIANT_Cut_Diamond_091"
"92","PRINCESS Cut Diamond","PRINCESS","2.85","Orange","FANCY","VS2","","7.73 * 7.64 * 5.40","783.75","CVD","70.7","71.5","547272703","https://www.igi.org/reports/verify-your-report?r=547272703","https://view.gem360.in/gem360/1310221103-KIH40A/gem360-1310221103-KIH40A.html","","IGI","PRINCESS_Cut_Diamond_092"
"93","PEAR Cut Diamond","PEAR","5.29","Pink","FANCY DEEP","VS2","","14.76 * 9.43 * 5.50","1454.75","CVD","58.3","60","648435759","https://www.igi.org/reports/verify-your-report?r=648435759","https://workshop.360view.link/360viewer/360view.html?d=3008243-648435759","","IGI","PEAR_Cut_Diamond_093"
"94","PEAR Cut Diamond","PEAR","4.27","Pink","FANCY DEEP","VS1","","14.344 * 8.82 * 4.93","1174.25","CVD","55.9","63","650489252","https://www.igi.org/reports/verify-your-report?r=650489252","https://workshop.360view.link/360viewer/360view.html?d=0909244-650489252","","IGI","PEAR_Cut_Diamond_094"
"95","PEAR Cut Diamond","PEAR","1.57","Pink","FANCY VIVID","VS2","","9.75 * 6.25 * 3.74","431.75","CVD","59.8","59","649496416","https://www.igi.org/reports/verify-your-report?r=649496416","https://workshop.360view.link/360viewer/360view.html?d=0609240-649496416","","IGI","PEAR_Cut_Diamond_095"
"96","EMERALD Cut Diamond","EMERALD","3.01","Green","FANCY VIVID","VS2","","9.24 * 6.58 * 4.56","827.75","CVD","69.3","58.5","523289772","https://www.igi.org/reports/verify-your-report?r=523289772","","","IGI","EMERALD_Cut_Diamond_096"
"97","EMERALD Cut Diamond","EMERALD","1.02","Blue","FANCY VIVID","VS1","","7.38 * 4.38 * 3.26","280.5","CVD","74.4","62","613389754","https://www.igi.org/reports/verify-your-report?r=613389754","https://vidb2c.s3.eu-north-1.amazonaws.com/Vision360.html?d=613389754","","IGI","EMERALD_Cut_Diamond_097"
"98","EMERALD Cut Diamond","EMERALD","0.99","Blue","FANCY VIVID","SI1","","7.17 * 4.61 * 2.82","272.25","CVD","61.2","75","613389742","https://www.igi.org/reports/verify-your-report?r=613389742","https://vidb2c.s3.eu-north-1.amazonaws.com/Vision360.html?d=613389742","","IGI","EMERALD_Cut_Diamond_098"
"99","CUSHION  Cut Diamond","CUSHION ","1.47","Blue","FANCY VIVID","VS2","","7.86 * 5.97 * 3.85","404.25","CVD","64.5","63","637456009","https://www.igi.org/reports/verify-your-report?r=637456009","https://workshop.360view.link/360viewer/360view.html?d=1106243-637456009","","IGI","CUSHION__Cut_Diamond_099"
"100","CUSHION  Cut Diamond","CUSHION ","1.45","Blue","FANCY VIVID","VS1","","7.71 * 5.85 * 4.00","398.75","CVD","68.4","67","610348185","https://www.igi.org/reports/verify-your-report?r=610348185","https://vidb2c.s3.eu-north-1.amazonaws.com/Vision360.html?d=610348185","","IGI","CUSHION__Cut_Diamond_100"
"101","CUSHION  Cut Diamond","CUSHION ","3.36","Blue","FANCY VIVID","SI1","","9.24 - 7.65 * 5.24","924","CVD","68.5","63","613350974","https://www.igi.org/reports/verify-your-report?r=613350974","https://workshop.360view.link/view/2912236-ADQ122","","IGI","CUSHION__Cut_Diamond_101"
"102","CUSHION  Cut Diamond","CUSHION ","3.25","Blue","FANCY VIVID","SI1","","10.13 - 7.66 * 4.85","893.75","CVD","63.3","60","588347142","https://www.igi.org/reports/verify-your-report?r=588347142","http://view.gem360.in/gem360/0308230843-ADU140/gem360-0308230843-ADU140.html","","IGI","CUSHION__Cut_Diamond_102"
"103","PEAR Cut Diamond","PEAR","2.63","Green","FANCY VIVID","SI1","","12.29 - 7.69 * 4.78","723.25","CVD","62.2","58","603345581","https://www.igi.org/reports/verify-your-report?r=603345581","https://workshop.360view.link/view/1706242-ADX105","","IGI","PEAR_Cut_Diamond_103"
"104","PRINCESS Cut Diamond","PRINCESS","1.5","Green","FANCY VIVID","SI2","","6.46 - 6.35 * 4.13","412.5","CVD","65","73.5","533295173","https://www.igi.org/reports/verify-your-report?r=533295173","https://workshop.360view.link/view/1312232-ADF18","","IGI","PRINCESS_Cut_Diamond_104"
"105","RADIANT Cut Diamond","RADIANT","1.83","Yellow","FANCY","VS1","","8.34 - 5.91 * 4.14","503.25","CVD","70.1","64","595381782","https://www.igi.org/reports/verify-your-report?r=595381782","http://view.gem360.in/gem360/1209231319-ADKR08/gem360-1209231319-ADKR08.html","","IGI","RADIANT_Cut_Diamond_105"
"106","RADIANT Cut Diamond","RADIANT","1.55","Yellow","FANCY INTENSE","VS1","","8.35 - 5.59 * 3.61","426.25","CVD","64.6","62","595380215","https://www.igi.org/reports/verify-your-report?r=595380215","http://view.gem360.in/gem360/1109231216-ADQ142/gem360-1109231216-ADQ142.html","","IGI","RADIANT_Cut_Diamond_106"
"107","RADIANT Cut Diamond","RADIANT","1.51","Yellow","FANCY","VS1","","8.15 - 5.38 * 3.72","415.25","CVD","69.1","65","595380227","https://www.igi.org/reports/verify-your-report?r=595380227","http://view.gem360.in/gem360/1109231220-ADKR05/gem360-1109231220-ADKR05.html","","IGI","RADIANT_Cut_Diamond_107"
"108","RADIANT Cut Diamond","RADIANT","1.02","Green","FANCY VIVID","VS1","","7.55 - 4.89 * 3.25","280.5","CVD","66.5","66","640412672","https://www.igi.org/reports/verify-your-report?r=640412672","https://workshop.360view.link/view/2906244-ADN287A-","","IGI","RADIANT_Cut_Diamond_108"
"109","PEAR Cut Diamond","PEAR","0.87","Blue","FANCY VIVID","VS1","","5.49*8.25*3.20","240.12","","58.3","58","631429896","https://www.igi.org/reports/verify-your-report?r=631429896","https://ssdweb.co/ssdweb/hd/Vision360.html?d=920470372&zoomslide=1&z=1920470372&ISCONFIRM=0","","IGI","PEAR_Cut_Diamond_109"
"110","PEAR Cut Diamond","PEAR","1.05","Blue","FANCY VIVID","SI2","","8.92 X 5.64 X 3.48","292.95","CVD","61.82","58.8","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2102240-Blue-14","","NON-CERT","PEAR_Cut_Diamond_110"
"111","RADIANT Cut Diamond","RADIANT","1.22","Orange","FANCY VIVID","VS1","","5.26*7.15*3.55","341.4","CVD","67.5","64","591363522","https://www.igi.org/reports/verify-your-report?r=591363522","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924290002&zoomslide=1&z=1924290002&ISCONFIRM=0","","IGI","RADIANT_Cut_Diamond_111"
"112","ROUND Cut Diamond","ROUND","2.57","Pink","FANCY LIGHT","VS1","IDEAL","8.82 - 8.88 * 5.36","719.6","CVD","60.5","59","629489500","https://www.igi.org/reports/verify-your-report?r=629489500","https://workshop.360view.link/view/1604243-ADE101","","IGI","ROUND_Cut_Diamond_112"
"113","PEAR Cut Diamond","PEAR","1","Blue","FANCY VIVID","SI1","","9.58 X 5.46 X 3.11","281","CVD","56.98","66.84","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2102240-Blue-12","","NON-CERT","PEAR_Cut_Diamond_113"
"114","PEAR Cut Diamond","PEAR","1.45","Blue","FANCY VIVID","SI1","","9.93 X 6.39 X 3.90","407.45","CVD","61.13","59.59","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2803242-Blue-146-","","NON-CERT","PEAR_Cut_Diamond_114"
"115","PEAR Cut Diamond","PEAR","1.53","Blue","FANCY VIVID","SI1","","10.10 X 6.54 X 3.98","429.93","CVD","61.96","61.56","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2102246-Blue-7","","NON-CERT","PEAR_Cut_Diamond_115"
"116","PEAR Cut Diamond","PEAR","2.01","Blue","FANCY VIVID","SI1","","11.11 X 7.04 X 4.31","564.81","CVD","61.35","59.97","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2703243-Blue-43","","NON-CERT","PEAR_Cut_Diamond_116"
"117","RADIANT Cut Diamond","RADIANT","3.32","Blue","FANCY VIVID","SI2","","10.52 X 7.12 X 4.89","932.92","CVD","68.78","61.55","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=0204247-Blue-190","","NON-CERT","RADIANT_Cut_Diamond_117"
"118","HEART Cut Diamond","HEART","1.26","Pink","FANCY DEEP","SI1","EXCELLENT","7.69*6.56*4.29","355.51","CVD","55.79","62","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926060025&zoomslide=1&z=1926060025&ISCONFIRM=0","","NON-CERT","HEART_Cut_Diamond_118"
"119","OVAL  Cut Diamond","OVAL ","2.62","Pink","FANCY DEEP","VS1","","10.48 * 7.44 * 4.62","746.7","CVD","62.1","59","637456000","https://www.igi.org/reports/verify-your-report?r=637456000","https://workshop.360view.link/360viewer/360view.html?d=2406244-637456000","","IGI","OVAL__Cut_Diamond_119"
"120","OVAL  Cut Diamond","OVAL ","2.51","Pink","FANCY DEEP","VS2","","10.39 * 7.24 * 4.46","715.35","CVD","61.6","65","637455999","https://www.igi.org/reports/verify-your-report?r=637455999","https://workshop.360view.link/360viewer/360view.html?d=2406248-637455999","","IGI","OVAL__Cut_Diamond_120"
"121","EMERALD Cut Diamond","EMERALD","0.97","Blue","FANCY VIVID","VS2","","7.19 * 4.86 * 2.71","276.45","CVD","55.8","71","613389743","https://www.igi.org/reports/verify-your-report?r=613389743","https://vidb2c.s3.eu-north-1.amazonaws.com/Vision360.html?d=613389743","","IGI","EMERALD_Cut_Diamond_121"
"122","CUSHION  Cut Diamond","CUSHION ","1.65","Yellow","FANCY VIVID","VS2","","7.92 - 6.03 * 4.07","470.25","CVD","67.5","59","654455590","https://www.igi.org/reports/verify-your-report?r=654455590","https://video.S360.services/?d=ADV143","","IGI","CUSHION__Cut_Diamond_122"
"123","EMERALD Cut Diamond","EMERALD","1.01","Blue","FANCY VIVID","VS2","","6.81 X 4.60 X 3.12","287.85","CVD","67.86","65.34","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2803245-Blue-162-","","NON-CERT","EMERALD_Cut_Diamond_123"
"124","EMERALD Cut Diamond","EMERALD","1.04","Blue","FANCY VIVID","VS2","","6.76 X 4.77 X 3.11","296.4","CVD","65.19","63.57","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2803244-Blue-161-","","NON-CERT","EMERALD_Cut_Diamond_124"
"125","EMERALD Cut Diamond","EMERALD","1.25","Blue","FANCY VIVID","VS2","","7.12 X 5.10 X 3.34","356.25","CVD","65.68","66.24","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2803242-Blue-158-","","NON-CERT","EMERALD_Cut_Diamond_125"
"126","MARQUISE Cut Diamond","MARQUISE","1","Blue","FANCY VIVID","VS1","","10.50 X 5.22 X 3.26","288","CVD","62.5","59.43","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2102246-Blue-15","","NON-CERT","MARQUISE_Cut_Diamond_126"
"127","PEAR Cut Diamond","PEAR","1.02","Blue","FANCY VIVID","VS1","","8.93 X 5.68 X 3.41","293.76","CVD","60.14","58.67","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2102246-Blue-11","","NON-CERT","PEAR_Cut_Diamond_127"
"128","EMERALD Cut Diamond","EMERALD","1.04","Blue","FANCY VIVID","VS1","","6.81 X 4.77 X 3.05","299.52","CVD","64.09","68.52","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2803247-Blue-157-","","NON-CERT","EMERALD_Cut_Diamond_128"
"129","MARQUISE Cut Diamond","MARQUISE","1.07","Blue","FANCY VIVID","VS1","","10.41 X 5.37 X 3.37","308.16","CVD","62.75","60.18","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2102247-Blue-27","","NON-CERT","MARQUISE_Cut_Diamond_129"
"130","PEAR Cut Diamond","PEAR","1.24","Blue","FANCY VIVID","VS1","","9.58 X 5.95 X 3.65","357.12","CVD","61.3","57.44","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2102246-Blue-9","","NON-CERT","PEAR_Cut_Diamond_130"
"131","EMERALD Cut Diamond","EMERALD","1.26","Blue","FANCY VIVID","VS1","","7.18 X 5.14 X 3.36","362.88","CVD","65.35","66.49","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2803247-Blue-155-","","NON-CERT","EMERALD_Cut_Diamond_131"
"132","RADIANT Cut Diamond","RADIANT","1.28","Blue","FANCY VIVID","VS1","","7.74 X 5.20 X 3.54","368.64","CVD","68.03","64.12","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2803248-Blue-149-","","NON-CERT","RADIANT_Cut_Diamond_132"
"133","EMERALD Cut Diamond","EMERALD","1.29","Blue","FANCY VIVID","VS1","","6.02 X 5.98 X 3.84","371.52","CVD","64.17","67.36","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2803241-Blue-154-","","NON-CERT","EMERALD_Cut_Diamond_133"
"134","EMERALD Cut Diamond","EMERALD","1.25","Blue","FANCY VIVID","VS2","","5.10*7.16*3.34","361.2","CVD","65.5","68","588348212","https://www.igi.org/reports/verify-your-report?r=588348212","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924290010&zoomslide=1&z=1924290010&ISCONFIRM=0","","IGI","EMERALD_Cut_Diamond_134"
"135","PEAR Cut Diamond","PEAR","1.12","Blue","FANCY VIVID","VS1","","5.69*9.26*3.51","324.51","CVD","61.7","60","639406144","https://www.igi.org/reports/verify-your-report?r=639406144","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926010185&zoomslide=1&z=1926010185&ISCONFIRM=0","","IGI","PEAR_Cut_Diamond_135"
"136","RADIANT Cut Diamond","RADIANT","1.63","Pink","FANCY VIVID","VS1","","8.29-5.82x3.96","472.7","CVD","68","66","578340900","https://www.igi.org/reports/verify-your-report?r=578340900","https://v360.diamonds/c/e442a2ff-d001-4c40-acdf-86cb28ac80f9?m=i&a=VLC112-26200","https://v360.diamonds/c/e442a2ff-d001-4c40-acdf-86cb28ac80f9?m=t&a=VLC112-26200","IGI","RADIANT_Cut_Diamond_136"
"137","OVAL Cut Diamond","OVAL","3.22","Pink","FANCY INTENSE","VS1","","11.97-8.33x5.14","933.8","CVD","61.7","56","578340929","https://www.igi.org/reports/verify-your-report?r=578340929","https://v360.diamonds/c/e442a2ff-d001-4c40-acdf-86cb28ac80f9?m=i&a=VLC129-18400","https://v360.diamonds/c/e442a2ff-d001-4c40-acdf-86cb28ac80f9?m=t&a=VLC129-18400","IGI","OVAL_Cut_Diamond_137"
"138","PEAR Cut Diamond","PEAR","2.46","Pink","FANCY VIVID","VS2","","11.82 * 7.44 * 4.19","713.4","CVD","56","57","649496417","https://www.igi.org/reports/verify-your-report?r=649496417","https://workshop.360view.link/360viewer/360view.html?d=0509244-649496417","","IGI","PEAR_Cut_Diamond_138"
"139","OVAL  Cut Diamond","OVAL ","1.76","Blue","FANCY VIVID","VS2","","9.86 * 6.82 * 4.12","510.4","CVD","60.4","62","598390028","https://www.igi.org/reports/verify-your-report?r=598390028","https://view.gem360.in/gem360/2209231134-K1235/gem360-2209231134-K1235.html","","IGI","OVAL__Cut_Diamond_139"
"140","EMERALD Cut Diamond","EMERALD","5.02","Blue","FANCY INTENSE","VS1","","11.22 - 7.54 * 5.17","1455.8","CVD","68.6","66","593370300","https://www.igi.org/reports/verify-your-report?r=593370300","http://view.gem360.in/gem360/0909231038-ADM131/gem360-0909231038-ADM131.html","","IGI","EMERALD_Cut_Diamond_140"
"141","EMERALD Cut Diamond","EMERALD","5.01","Blue","FANCY INTENSE","VS2","","10.86 - 7.85 * 5.20","1452.9","CVD","66.2","69","593370302","https://www.igi.org/reports/verify-your-report?r=593370302","http://view.gem360.in/gem360/0909231042-ADM104/gem360-0909231042-ADM104.html","","IGI","EMERALD_Cut_Diamond_141"
"142","EMERALD Cut Diamond","EMERALD","5","Blue","FANCY INTENSE","VVS2","","11.81 - 8.00 * 4.86","1450","CVD","60.8","64","605390663","https://www.igi.org/reports/verify-your-report?r=605390663","https://workshop.360view.link/view/0311232-ADE253","","IGI","EMERALD_Cut_Diamond_142"
"143","ROUND Cut Diamond","ROUND","2.23","Orange","FANCY VIVID","VS2","EXCELLENT","8.36 - 8.38 * 5.07","646.7","CVD","60.6","61","628438927","https://www.igi.org/reports/verify-your-report?r=628438927","https://workshop.360view.link/view/0904242-ADQ168","","IGI","ROUND_Cut_Diamond_143"
"144","ROUND Cut Diamond","ROUND","2.2","Orange","FANCY VIVID","VS1","IDEAL","8.22 - 8.29 * 5.16","638","CVD","62.4","59","628438922","https://www.igi.org/reports/verify-your-report?r=628438922","https://workshop.360view.link/view/0904245-ADKR11","","IGI","ROUND_Cut_Diamond_144"
"145","RADIANT Cut Diamond","RADIANT","1.08","Blue","FANCY VIVID","VVS2","","5.04*6.77*3.42","313.98","","67.9","66","631429921","https://www.igi.org/reports/verify-your-report?r=631429921","https://ssdweb.co/ssdweb/hd/Vision360.html?d=920470388&zoomslide=1&z=1920470388&ISCONFIRM=0","","IGI","RADIANT_Cut_Diamond_145"
"146","OVAL Cut Diamond","OVAL","2.06","Blue","FANCY VIVID","SI1","","7.19*10.04*4.48","600.14","CVD","62.3","59","613350042","https://www.igi.org/reports/verify-your-report?r=613350042","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925060320&zoomslide=1&z=1925060320&ISCONFIRM=0","","IGI","OVAL_Cut_Diamond_146"
"147","EMERALD Cut Diamond","EMERALD","1.01","Blue","FANCY VIVID","VVS2","","6.83 X 4.71 X 3.02","294.92","CVD","64.13","65.35","NON-CERT","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://workshop.360view.link/360viewer/360view.html?d=2803242-Blue-160-","","NON-CERT","EMERALD_Cut_Diamond_147"
