"id","name","shape","original_price","mrp","carat","cut","color","clarity","images","size","l_w_ratio","table ","sku","lab","certificate_number","video_url","certificate_link","growth_type"
"7588","Round Diamond","ROUND","1188","1688","3.52","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.75-9.80*5.90","60.4","61","ROU86","IGI","628453919","https://mglgd.com/Media/viewer3/Vision360.html?d=L26473","https://www.igi.org/reports/verify-your-report?r=628453919","CVD"
"7589","Round Diamond","ROUND","1188","1688","3.52","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.79-9.86*5.85","59.6","61","ROU36","IGI","629476646","https://mglgd.com/Media/viewer3/Vision360.html?d=Y05032","https://www.igi.org/reports/verify-your-report?r=629476646","CVD"
"7590","Round Diamond","ROUND","1181.25","1681.25","3.5","IDEAL","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.66-9.69*6.03","62.4","57","ROU36","IGI","627497369","https://mglgd.com/Media/viewer3/Vision360.html?d=L24347","https://www.igi.org/reports/verify-your-report?r=627497369","CVD"
"7591","Round Diamond","ROUND","1181.25","1681.25","3.5","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.73-9.81*5.87","60.1","60","ROU28","IGI","627478071","https://mglgd.com/Media/viewer3/Vision360.html?d=L24755","https://www.igi.org/reports/verify-your-report?r=627478071","CVD"
"7592","Round Diamond","ROUND","1181.25","1681.25","3.5","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.76-9.82*5.94","60.6","62","ROU29","IGI","627406950","https://mglgd.com/Media/viewer3/Vision360.html?d=L24964","https://www.igi.org/reports/verify-your-report?r=627406950","CVD"
"7593","Round Diamond","ROUND","1181.25","1681.25","3.5","IDEAL","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.66-9.72*6.03","62.2","56","ROU68","IGI","628453251","https://mglgd.com/Media/viewer3/Vision360.html?d=L25963","https://www.igi.org/reports/verify-your-report?r=628453251","CVD"
"7594","Round Diamond","ROUND","1181.25","1681.25","3.5","EXCELLENT","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.86-9.94*5.81","58.6","63","ROU17","IGI","628490921","https://mglgd.com/Media/viewer3/Vision360.html?d=L26766","https://www.igi.org/reports/verify-your-report?r=628490921","CVD"
"7595","Round Diamond","ROUND","1012","1512","3.52","EXCELLENT","H","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.57-9.60*6.05","63","56","ROU10","IGI","625477928","https://mglgd.com/Media/viewer3/Vision360.html?d=Y03523","https://www.igi.org/reports/verify-your-report?r=625477928","CVD"
"7596","Round Diamond","ROUND","1555","2055","3.11","EXCELLENT","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.24-9.28*5.76","62.3","61","ROU67","IGI","627497366","https://mglgd.com/Media/viewer3/Vision360.html?d=L24175","https://www.igi.org/reports/verify-your-report?r=627497366","CVD"
"7597","Round Diamond","ROUND","1510","2010","3.02","EXCELLENT","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.19-9.23*5.64","61.3","61","ROU95","IGI","622491677","https://mglgd.com/Media/viewer3/Vision360.html?d=L20418","https://www.igi.org/reports/verify-your-report?r=622491677","CVD"
"7598","Round Diamond","ROUND","1505","2005","3.01","EXCELLENT","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.37-9.41*5.59","59.5","61","ROU26","IGI","622491671","https://mglgd.com/Media/viewer3/Vision360.html?d=L20307","https://www.igi.org/reports/verify-your-report?r=622491671","CVD"
"7599","Round Diamond","ROUND","1162.5","1662.5","3.1","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.31-9.36*5.67","60.7","61","ROU15","IGI","629418896","https://mglgd.com/Media/viewer3/Vision360.html?d=L28238","https://www.igi.org/reports/verify-your-report?r=629418896","CVD"
"7600","Round Diamond","ROUND","1162.5","1662.5","3.1","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.28-9.33*5.75","61.8","59","ROU36","IGI","631469720","https://mglgd.com/Media/viewer3/Vision360.html?d=L28922","https://www.igi.org/reports/verify-your-report?r=631469720","CVD"
"7601","Round Diamond","ROUND","1162.5","1662.5","3.1","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.32-9.37*5.76","61.7","58","ROU73","IGI","631412801","https://mglgd.com/Media/viewer3/Vision360.html?d=L29089","https://www.igi.org/reports/verify-your-report?r=631412801","CVD"
"7602","Round Diamond","ROUND","1151.25","1651.25","3.07","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.32-9.38*5.69","60.8","59","ROU94","IGI","631419626","https://mglgd.com/Media/viewer3/Vision360.html?d=L29238","https://www.igi.org/reports/verify-your-report?r=631419626","CVD"
"7603","Round Diamond","ROUND","1143.75","1643.75","3.05","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.20-9.24*5.67","61.5","60","ROU40","IGI","630450368","https://mglgd.com/Media/viewer3/Vision360.html?d=L28587","https://www.igi.org/reports/verify-your-report?r=630450368","CVD"
"7604","Round Diamond","ROUND","1140","1640","3.04","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.19-9.23*5.75","62.4","59","ROU73","IGI","631419655","https://mglgd.com/Media/viewer3/Vision360.html?d=L29329","https://www.igi.org/reports/verify-your-report?r=631419655","CVD"
"7605","Round Diamond","ROUND","1140","1640","3.04","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.21-9.26*5.73","62.1","57","ROU43","IGI","631466764","https://mglgd.com/Media/viewer3/Vision360.html?d=L29959","https://www.igi.org/reports/verify-your-report?r=631466764","CVD"
"7606","Round Diamond","ROUND","1136.25","1636.25","3.03","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.28-9.33*5.70","61.3","58","ROU59","IGI","631469732","https://mglgd.com/Media/viewer3/Vision360.html?d=L28679","https://www.igi.org/reports/verify-your-report?r=631469732","CVD"
"7607","Round Diamond","ROUND","1136.25","1636.25","3.03","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.15-9.18*5.76","62.9","55","ROU85","IGI","631452266","https://mglgd.com/Media/viewer3/Vision360.html?d=L29631","https://www.igi.org/reports/verify-your-report?r=631452266","CVD"
"7608","Round Diamond","ROUND","1132.5","1632.5","3.02","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.20-9.24*5.67","61.5","58","ROU97","IGI","631469722","https://mglgd.com/Media/viewer3/Vision360.html?d=L28927","https://www.igi.org/reports/verify-your-report?r=631469722","CVD"
"7609","Round Diamond","ROUND","1128.75","1628.75","3.01","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.13-9.18*5.74","62.6","60","ROU56","IGI","631469741","https://mglgd.com/Media/viewer3/Vision360.html?d=L28831","https://www.igi.org/reports/verify-your-report?r=631469741","CVD"
"7610","Round Diamond","ROUND","1128.75","1628.75","3.01","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.24-9.29*5.68","61.3","59","ROU79","IGI","631469758","https://mglgd.com/Media/viewer3/Vision360.html?d=L28911","https://www.igi.org/reports/verify-your-report?r=631469758","CVD"
"7611","Round Diamond","ROUND","1128.75","1628.75","3.01","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.17-9.22*5.61","61","62","ROU95","IGI","631412783","https://mglgd.com/Media/viewer3/Vision360.html?d=L29104","https://www.igi.org/reports/verify-your-report?r=631412783","CVD"
"7612","Round Diamond","ROUND","1128.75","1628.75","3.01","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.14-9.20*5.71","62.3","62","ROU89","IGI","631466760","https://mglgd.com/Media/viewer3/Vision360.html?d=L29905","https://www.igi.org/reports/verify-your-report?r=631466760","CVD"
"7613","Round Diamond","ROUND","1125","1625","3","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.24-9.26*5.70","61.6","57","ROU20","IGI","630450346","https://mglgd.com/Media/viewer3/Vision360.html?d=L28540","https://www.igi.org/reports/verify-your-report?r=630450346","CVD"
"7614","Round Diamond","ROUND","1125","1625","3","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.33-9.37*5.54","59.3","62","ROU75","IGI","631469743","https://mglgd.com/Media/viewer3/Vision360.html?d=L28832","https://www.igi.org/reports/verify-your-report?r=631469743","CVD"
"7615","Round Diamond","ROUND","1125","1625","3","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.18-9.25*5.74","62.3","56","ROU31","IGI","631469745","https://mglgd.com/Media/viewer3/Vision360.html?d=L28834","https://www.igi.org/reports/verify-your-report?r=631469745","CVD"
"7616","Round Diamond","ROUND","1125","1625","3","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.13-9.18*5.71","62.4","58","ROU49","IGI","631469742","https://mglgd.com/Media/viewer3/Vision360.html?d=L28836","https://www.igi.org/reports/verify-your-report?r=631469742","CVD"
"7617","Round Diamond","ROUND","1125","1625","3","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.30-9.36*5.57","59.7","59","ROU48","IGI","631469753","https://mglgd.com/Media/viewer3/Vision360.html?d=L28864","https://www.igi.org/reports/verify-your-report?r=631469753","CVD"
"7618","Round Diamond","ROUND","1125","1625","3","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.17-9.21*5.72","62.3","59","ROU64","IGI","631469697","https://mglgd.com/Media/viewer3/Vision360.html?d=L28914","https://www.igi.org/reports/verify-your-report?r=631469697","CVD"
"7619","Round Diamond","ROUND","1125","1625","3","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.28-9.34*5.53","59.4","62","ROU31","IGI","631469694","https://mglgd.com/Media/viewer3/Vision360.html?d=L28915","https://www.igi.org/reports/verify-your-report?r=631469694","CVD"
"7620","Round Diamond","ROUND","1125","1625","3","IDEAL","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.30-9.32*5.65","60.7","59","ROU29","IGI","631469724","https://mglgd.com/Media/viewer3/Vision360.html?d=L28928","https://www.igi.org/reports/verify-your-report?r=631469724","CVD"
"7621","Round Diamond","ROUND","1125","1625","3","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.36-9.41*5.50","58.6","63","ROU22","IGI","631433448","https://mglgd.com/Media/viewer3/Vision360.html?d=L29545","https://www.igi.org/reports/verify-your-report?r=631433448","CVD"
"7622","Round Diamond","ROUND","1125","1625","3","EXCELLENT","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.17-9.24*5.66","61.5","61","ROU57","IGI","631466766","https://mglgd.com/Media/viewer3/Vision360.html?d=L29960","https://www.igi.org/reports/verify-your-report?r=631466766","CVD"
"7623","Round Diamond","ROUND","1065.63","1565.63","3.1","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.35-9.41*5.73","61.1","59","ROU40","IGI","627497374","https://mglgd.com/Media/viewer3/Vision360.html?d=L24328","https://www.igi.org/reports/verify-your-report?r=627497374","CVD"
"7624","Round Diamond","ROUND","1065.63","1565.63","3.1","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.23-9.28*5.75","62.2","61","ROU99","IGI","627406934","https://mglgd.com/Media/viewer3/Vision360.html?d=L24941","https://www.igi.org/reports/verify-your-report?r=627406934","CVD"
"7625","Round Diamond","ROUND","1065.63","1565.63","3.1","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.37-9.40*5.69","60.7","60","ROU27","IGI","628473056","https://mglgd.com/Media/viewer3/Vision360.html?d=L26319","https://www.igi.org/reports/verify-your-report?r=628473056","CVD"
"7626","Round Diamond","ROUND","1065.63","1565.63","3.1","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.28-9.31*5.74","61.8","59","ROU37","IGI","628472962","https://mglgd.com/Media/viewer3/Vision360.html?d=L26343","https://www.igi.org/reports/verify-your-report?r=628472962","CVD"
"7627","Round Diamond","ROUND","1065.63","1565.63","3.1","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.32-9.34*5.74","61.5","59","ROU91","IGI","629489179","https://mglgd.com/Media/viewer3/Vision360.html?d=L27698","https://www.igi.org/reports/verify-your-report?r=629489179","CVD"
"7628","Round Diamond","ROUND","1062.19","1562.19","3.09","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.25-9.31*5.79","62.4","59","ROU10","IGI","627497397","https://mglgd.com/Media/viewer3/Vision360.html?d=L24349","https://www.igi.org/reports/verify-your-report?r=627497397","CVD"
"7629","Round Diamond","ROUND","1062.19","1562.19","3.09","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.25-9.29*5.76","62.1","58","ROU31","IGI","627429825","https://mglgd.com/Media/viewer3/Vision360.html?d=L25613","https://www.igi.org/reports/verify-your-report?r=627429825","CVD"
"7630","Round Diamond","ROUND","1062.19","1562.19","3.09","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.34-9.40*5.71","61","60","ROU63","IGI","628490961","https://mglgd.com/Media/viewer3/Vision360.html?d=L26842","https://www.igi.org/reports/verify-your-report?r=628490961","CVD"
"7631","Round Diamond","ROUND","1062.19","1562.19","3.09","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.25-9.30*5.77","62.2","57","ROU30","IGI","628419567","https://mglgd.com/Media/viewer3/Vision360.html?d=L27164","https://www.igi.org/reports/verify-your-report?r=628419567","CVD"
"7632","Round Diamond","ROUND","1062.19","1562.19","3.09","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.27-9.30*5.77","62.1","58","ROU68","IGI","629489170","https://mglgd.com/Media/viewer3/Vision360.html?d=L27685","https://www.igi.org/reports/verify-your-report?r=629489170","CVD"
"7633","Round Diamond","ROUND","1058.75","1558.75","3.08","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.16-9.21*5.83","63.4","57","ROU18","IGI","627478065","https://mglgd.com/Media/viewer3/Vision360.html?d=L24442","https://www.igi.org/reports/verify-your-report?r=627478065","CVD"
"7634","Round Diamond","ROUND","1058.75","1558.75","3.08","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.23-9.29*5.74","61.9","59","ROU17","IGI","627429829","https://mglgd.com/Media/viewer3/Vision360.html?d=L25591","https://www.igi.org/reports/verify-your-report?r=627429829","CVD"
"7635","Round Diamond","ROUND","1058.75","1558.75","3.08","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.36-9.42*5.69","60.7","60","ROU85","IGI","628472970","https://mglgd.com/Media/viewer3/Vision360.html?d=L26270","https://www.igi.org/reports/verify-your-report?r=628472970","CVD"
"7636","Round Diamond","ROUND","1058.75","1558.75","3.08","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.35-9.43*5.70","60.9","58","ROU23","IGI","628472935","https://mglgd.com/Media/viewer3/Vision360.html?d=L26281","https://www.igi.org/reports/verify-your-report?r=628472935","CVD"
"7637","Round Diamond","ROUND","1058.75","1558.75","3.08","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.40-9.45*5.66","60.1","60","ROU11","IGI","628419580","https://mglgd.com/Media/viewer3/Vision360.html?d=L26949","https://www.igi.org/reports/verify-your-report?r=628419580","CVD"
"7638","Round Diamond","ROUND","1055.31","1555.31","3.07","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.24-9.28*5.78","62.4","59","ROU25","IGI","627432410","https://mglgd.com/Media/viewer3/Vision360.html?d=L25845","https://www.igi.org/reports/verify-your-report?r=627432410","CVD"
"7639","Round Diamond","ROUND","1055.31","1555.31","3.07","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.14-9.19*5.82","63.4","59","ROU17","IGI","627432409","https://mglgd.com/Media/viewer3/Vision360.html?d=L25851","https://www.igi.org/reports/verify-your-report?r=627432409","CVD"
"7640","Round Diamond","ROUND","1055.31","1555.31","3.07","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.24-9.27*5.77","62.4","59","ROU69","IGI","628453249","https://mglgd.com/Media/viewer3/Vision360.html?d=L25989","https://www.igi.org/reports/verify-your-report?r=628453249","CVD"
"7641","Round Diamond","ROUND","1055.31","1555.31","3.07","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.33-9.37*5.70","60.9","58","ROU68","IGI","628472933","https://mglgd.com/Media/viewer3/Vision360.html?d=L26283","https://www.igi.org/reports/verify-your-report?r=628472933","CVD"
"7642","Round Diamond","ROUND","1055.31","1555.31","3.07","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.31-9.37*5.73","61.5","59","ROU28","IGI","628473062","https://mglgd.com/Media/viewer3/Vision360.html?d=L26328","https://www.igi.org/reports/verify-your-report?r=628473062","CVD"
"7643","Round Diamond","ROUND","1055.31","1555.31","3.07","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.42-9.44*5.67","60.2","59","ROU35","IGI","628473073","https://mglgd.com/Media/viewer3/Vision360.html?d=L26359","https://www.igi.org/reports/verify-your-report?r=628473073","CVD"
"7644","Round Diamond","ROUND","1055.31","1555.31","3.07","EXCELLENT","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.42-9.46*5.58","59.1","61","ROU24","IGI","628453925","https://mglgd.com/Media/viewer3/Vision360.html?d=L26512","https://www.igi.org/reports/verify-your-report?r=628453925","CVD"
"7645","Round Diamond","ROUND","1055.31","1555.31","3.07","IDEAL","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.29-9.35*5.80","62.3","56","ROU53","IGI","628453879","https://mglgd.com/Media/viewer3/Vision360.html?d=L26517","https://www.igi.org/reports/verify-your-report?r=628453879","CVD"
